initamp1,initamp2,finalamp1,finalamp2,finalenergy,
0.638480767,-0.769637779,3.138480767,6.730362221,-77.93110243,22
3.138480767,6.730362221,3.138480767,6.730362221,-77.93030466,21
0.797116469,-0.603825583,3.290693584,8.795698596,-77.92945158,21
3.290693584,8.795698596,3.290693584,8.795698596,-77.9271883,20
-0.826033888,0.563620455,-0.411570569,8.153230383,-77.92796351,23
-0.411570569,8.153230383,0.213429431,8.153230383,-77.9300454,21
-0.836232899,0.548374451,0.444988471,8.053122215,-77.91180532,20
0.444988471,8.053122215,-0.180011529,8.053122215,-77.92035995,23
